hour,DE_BB,DE_BE,DE_BW,DE_BY,DE_HB,DE_HE,DE_HH,DE_MV,DE_NI,DE_NRW,DE_RP,DE_SH,DE_SL,DE_SN,DE_ST,DE_TH,DE_Total
1413,1385.56,2225.73,10225.99,11198.69,219.47,3891.23,1851.46,854.56,5800.75,12388.37,4246.24,1497.17,888.56,2667.26,1259.09,1326.42,61926.55
1414,1354.13,2139.02,10339.5,11234.29,216.77,3831.65,1804.95,826.93,5743.71,12246.05,4208.34,1459.82,888.94,2634.31,1242.79,1312.4,61483.6
1415,1273.71,1981.36,10101.91,10895.87,206.79,3649.11,1704.73,769.1,5487.08,11686.56,4027.64,1371.68,858.37,2506.12,1181.05,1250.87,58951.95
1416,1007.71,1582.01,8014.73,8664.25,164.53,2915.12,1370.96,608.4,4352.52,9287.65,3200.99,1089.33,680.25,1981.35,932.77,988.71,46841.28
1417,922.98,1418.52,7799.37,8346.41,154.53,2735.59,1273.39,546.76,4092.09,8724.47,3020.49,997.7,650.02,1847.83,868,924.77,44322.92
1418,867.59,1308.86,7606.93,8083.14,147.28,2601.09,1199.22,507.5,3907.59,8319.88,2888.58,936.21,627.31,1758.03,825.05,881.57,42465.83
1419,840.6,1255.99,7478.81,7921.39,143.38,2527.94,1159.45,489.1,3809.13,8103.07,2816.57,905.83,614.28,1712.15,803.35,859.27,41440.31
1420,841.57,1251.56,7565.78,7999.69,144.17,2541.02,1162.92,487.88,3831.27,8148.28,2834.52,906.69,619.59,1719.9,806.7,863.62,41725.16
1421,853.41,1273.92,7663.47,8110.68,146.32,2582.1,1184.57,495.02,3884.74,8266.94,2875.38,920.54,627.72,1742.62,817.18,874.9,42319.51
1422,890.56,1343.4,7920.02,8407.93,152.45,2697.25,1245.01,518.59,4039.58,8607.32,2991.31,962.88,650.4,1811.3,849.21,908.72,43995.93
1423,964.71,1455.07,8462.7,8991.62,163.8,2892.76,1333.55,564.2,4345.92,9253.11,3212.72,1041.03,697.78,1955.16,917.57,980.43,47232.13
1424,1088.48,1658.35,8803.58,9429.23,177.07,3106.19,1431.89,652.71,4719.48,10022.73,3459.97,1166.18,743.89,2158.46,1017.77,1078.87,50714.85
1425,1241.44,1945,9014.43,9813.35,192.69,3373.19,1573.89,767.45,5140.89,10915.37,3738.49,1326.39,788.21,2390.53,1132.32,1189.27,54542.91
1426,1344.8,2164.64,8997.5,9953.13,202.61,3554.77,1684.36,849.06,5394.77,11472.41,3905.6,1438.55,808.57,2532.86,1202.71,1255.36,56761.7
1427,1444.59,2355.57,9199.68,10273.94,213.73,3751.1,1790.61,922.67,5687.68,12101.55,4105.05,1545.14,841.19,2687.29,1278.13,1329.07,59526.99
1428,1467.21,2407.47,9259,10372.89,216.79,3812.32,1827.97,939.3,5760.78,12268.85,4158.86,1571.72,849.26,2721.44,1294.25,1345.22,60273.33
1429,1405.82,2289.46,9471.75,10509.98,213.78,3773.84,1804.89,886.92,5666.53,12084.29,4115.22,1511.71,848.78,2646.58,1254.74,1311.42,59795.71
1430,1317.98,2105.17,9611.94,10519.95,206.9,3654.26,1730.32,815.01,5483.88,11691.56,4004.38,1419.17,838.72,2532.69,1197.11,1259.24,58388.28
1431,1270.61,1987.2,9765.28,10574.9,203.21,3579.93,1675.02,774.07,5398.09,11490.45,3951.08,1365.77,838.06,2479.39,1170.31,1235.95,57759.32
1432,1292.39,1985.67,10343.87,11112.08,209.76,3687.19,1708.5,777.73,5582.17,11866.97,4093.1,1387.09,876.72,2553.22,1203.87,1275.36,59955.69
1433,1392.94,2198.72,10656.78,11574.71,223.15,3944.07,1857.18,850.16,5913.04,12606.46,4332.85,1501.58,915.66,2711.35,1279.07,1350.9,63308.62
1434,1447.66,2359.25,10198.49,11267.7,225.31,3998.5,1917.7,903.99,5949.46,12715.73,4343.57,1564.67,899.81,2751.48,1300.81,1365.35,63209.48
1435,1438.5,2385.3,9512.11,10638.91,218.66,3883.67,1881.06,912.49,5768.56,12339.03,4195.58,1554.72,857.5,2689.27,1274.09,1330.73,60880.18
1436,1329.37,2208.51,8828.75,9876.12,202.7,3605.04,1748.88,842.55,5342.3,11434.19,3888.99,1438.47,794.62,2486.67,1177.59,1230.58,56435.33
1437,1244.48,2027.07,8750.19,9667.77,193.44,3431.4,1644.9,777.47,5109.79,10918.81,3729.29,1344.53,772.54,2364.53,1118.08,1173.31,54267.6
1438,1198.17,1909.08,8946.76,9764.07,190.26,3366.19,1593.36,736.38,5036.8,10745.44,3686.53,1292.46,774.61,2315.7,1093.17,1152.42,53801.4
1439,1101.9,1714.42,8852.63,9539.46,180.21,3185.42,1489.73,663,4776.11,10179.45,3511.31,1188.7,749.15,2174.77,1023.98,1085.97,51416.21
1440,1184.94,1775.63,10515.79,11147.63,202.04,3565.01,1637.95,690.16,5364.66,11416.24,3967.34,1277.77,864.28,2410.91,1131.13,1209.74,58361.22
1441,1108.91,1627.54,10235.22,10773.42,192.01,3380.18,1537.34,636.64,5108.09,10855.61,3783.93,1193.76,832.13,2286.2,1071.48,1149.57,55772.03
1442,1086.91,1579.91,10159.05,10663.1,188.95,3320.51,1502.49,620.98,5033.4,10687.25,3729.04,1168.3,823.17,2251.36,1055.02,1132.87,55002.31
1443,1092.45,1590.27,10226.01,10735.97,190.19,3344.77,1515.19,623.87,5063.78,10755.38,3753.07,1175.08,828.19,2263.24,1060.37,1138.89,55356.72
1444,1125.79,1667.69,10416.53,10985.76,195.93,3461.95,1584.69,646.24,5198.31,11066.07,3857.33,1216.27,846.05,2319.53,1086.07,1166.09,56840.3
1445,1190.06,1785.33,10794.13,11430.33,205.67,3640.96,1677.44,688.29,5448.12,11610.09,4040.64,1287.75,881.47,2434.83,1140.44,1222.64,59478.19
1446,1406.27,2167.26,11771.34,12614.25,234.44,4149.65,1933.81,835.62,6208.44,13236.85,4579.51,1519.71,983.84,2807.64,1319.41,1404.49,67172.53
1447,1627.83,2626.12,12565.05,13721.42,264.65,4724.94,2260.51,992.73,6960.19,14908.97,5125.66,1771.17,1075.79,3164.34,1488.81,1575.82,74854
1448,1718.73,3009.93,12241.93,13821.47,278.62,5105.83,2573.92,1076.13,7177.52,15581.37,5320.98,1913.23,1073.34,3234.69,1516.81,1600.92,77245.42
1449,1729.07,3154.6,11964.49,13743.86,282.11,5247.37,2714.35,1093.41,7179.34,15707.99,5350.67,1951.14,1057.83,3209.02,1500.49,1583.67,77469.41
1450,1739.28,3168.84,12215.29,13997.61,285.63,5315.87,2747.43,1095.98,7266.13,15900.9,5421.89,1964.58,1074.58,3239.53,1513.63,1599.68,78546.85
1451,1758.08,3219.78,12252.99,14079.99,288.41,5376.12,2787.49,1110.23,7326.9,16048.03,5468.86,1988.5,1080.52,3265.72,1525.68,1611.77,79189.07
1452,1756.87,3166.64,12220.08,13970.16,285.59,5287.01,2714.16,1108.62,7296.19,15923.73,5427.04,1973.7,1078.99,3271.79,1531.5,1615.84,78627.91
1453,1705.4,2970.65,12282.06,13824.9,277.27,5074.7,2549.85,1064.51,7150.29,15511.24,5301.41,1896.63,1073.1,3220.63,1510.1,1594.96,77007.7
1454,1649.76,2840.47,12239.95,13680.97,270.8,4945.72,2467.84,1021.38,6996.08,15157.32,5191.86,1832.37,1059.29,3143.36,1472.92,1559.1,75529.19
1455,1629.7,2864.53,12010.81,13521.95,269.28,4957.13,2506.14,1012.2,6912.74,15037.81,5146.94,1823.64,1040.99,3089.06,1444.88,1530.47,74798.27
1456,1620.07,2890.47,11721.48,13288.8,267.17,4940.91,2521.02,1011.96,6832.49,14900.04,5092.34,1820.16,1021.61,3049.6,1425.7,1508.92,73912.74
1457,1713.09,3052.1,12054.02,13706.73,278.42,5133.87,2616.46,1077.13,7136.12,15541.68,5301.78,1917.78,1060.57,3205.3,1501.3,1584.49,76880.84
1458,1794.8,3079.21,12522.12,14077.85,285.03,5167.62,2568.71,1127.51,7403.84,15989.26,5454.28,1977.16,1106.52,3374.52,1587.92,1670.41,79186.76
1459,1767.22,2890.22,12494.39,13814.47,276.02,4907.93,2360.32,1102.9,7278.11,15569.2,5319.34,1913.41,1100.88,3359.54,1587.39,1667.06,77408.4
1460,1645.13,2634.05,12013.2,13155.92,258.72,4575.03,2170.3,1017.14,6851.43,14615.06,5006.02,1773.29,1047.72,3160.98,1493.65,1571.58,72989.22
1461,1518.91,2394.42,11561.63,12558.16,242.51,4281.35,2013.41,928.21,6431.54,13704.91,4708.82,1635.59,995.11,2953.63,1393.99,1471.43,68793.62
1462,1430.13,2220.28,11376.13,12260.8,232.37,4098.69,1912.46,862.7,6167.89,13133.65,4527.39,1539.55,965.82,2816.67,1327.37,1406.16,66278.06
1463,1303.05,1999.99,10883.77,11652.84,216.59,3826.52,1777.93,774.53,5743.59,12235.25,4232.66,1405.71,910.38,2601.68,1223.27,1301.57,62089.33
1464,1247.31,1852.58,11212.01,11851.74,213.55,3762.18,1720.27,723.02,5677.22,12071.47,4199.31,1343.25,918.26,2549.48,1195.94,1280.22,61817.81
1465,1187.19,1724.2,11106.38,11654.77,206.43,3627.11,1640.5,677.95,5499.72,11676.49,4074.53,1275.86,899.71,2459.87,1152.74,1237.89,60101.34
1466,1149.93,1657.77,10861.13,11373.32,200.56,3519.51,1585.6,654.21,5348.87,11348.58,3963.18,1234.42,877.65,2391.25,1120.46,1204.03,58490.47
1467,1158.73,1672.21,10964.31,11482.84,202.41,3554.05,1602.61,658.82,5395.61,11450.94,3999.33,1244.67,885.52,2410.44,1129.2,1213.74,59025.43
1468,1178.5,1732.81,11004.49,11580.5,205.66,3628.54,1654.26,674.05,5462.36,11619.69,4053.37,1271.6,891.67,2436.66,1140.84,1225.65,59760.65
1469,1240.32,1847.35,11355.25,11997.86,214.94,3799.84,1743.78,714.77,5700.01,12138,4227.57,1340.51,924.99,2546.42,1192.67,1279.43,62263.71
1470,1441.91,2211.03,12173.75,13020.78,241.06,4263.07,1981.12,854.3,6388.19,13613.68,4713.03,1557.19,1014.93,2887.1,1356.58,1444.97,69162.69
1471,1609.91,2603.43,12376.31,13529.44,261.45,4670.12,2237.49,983.04,6873.14,14726.34,5061.28,1752.39,1060.92,3125.36,1470.5,1556.03,73897.15
1472,1696.99,2982.48,12011.38,13587.14,274.72,5039.12,2545.91,1064.42,7071.47,15359.18,5242.6,1890.48,1055.25,3187.24,1494.59,1576.87,76079.84
1473,1712.43,3133.51,11789.43,13565.75,279.13,5196.49,2692.97,1084.4,7098.5,15538.47,5290.91,1933.72,1044.04,3172.8,1483.52,1565.3,76581.37
1474,1741.86,3171.54,12252.98,14034.89,286.19,5325.51,2751.33,1097.15,7281.18,15932.31,5433.29,1967.35,1077.34,3245.92,1516.58,1602.96,78718.38
1475,1771.98,3236.51,12416.42,14244.52,291.05,5421.41,2806.31,1117.41,7398.54,16198.37,5522.27,2003.12,1093.03,3297.2,1540.35,1627.83,79986.32
1476,1773.23,3186.33,12411.69,14163.06,288.69,5340.16,2736.25,1117.07,7380.25,16100.12,5489.7,1990.89,1093.68,3308.77,1548.78,1634.71,79563.38
1477,1737.45,3009.81,12647.8,14194.03,283.26,5177.32,2592.6,1081.25,7312.84,15851.97,5422.25,1930.34,1101.3,3292.4,1543.63,1631.53,78809.78
1478,1655.89,2847.57,12316.58,13757.57,272,4966.38,2476.36,1024.4,7028.66,15225.77,5216.27,1838.79,1065.07,3157.46,1479.5,1566.33,75894.6
1479,1631.92,2866.85,12043.92,13554.7,269.77,4965.55,2509.56,1013.22,6925.94,15065.55,5156.98,1826.03,1043.43,3094.65,1447.42,1533.34,74948.83
1480,1615.67,2884.61,11680.93,13246.93,266.43,4928.4,2515.69,1009.46,6812.5,14858.16,5077.7,1815.55,1018.3,3040.42,1421.35,1504.31,73696.41
1481,1658.88,2984.48,11462.86,13107.47,268.54,4964.8,2545.68,1048.26,6867.81,14979.3,5103,1860.91,1014.48,3085.91,1445.36,1523.81,73921.55
1482,1753,3026.76,12071.35,13620.38,277.46,5038.09,2514.41,1105.14,7198.18,15558.21,5301.99,1933.34,1071.25,3282.74,1544.94,1623.83,76921.07
1483,1758.3,2878.4,12410.1,13727.77,274.51,4882.27,2349.4,1097.87,7237.04,15483.3,5289.3,1904.11,1094.08,3340.81,1578.57,1657.62,76963.45
1484,1648.4,2637.46,12062.44,13204.49,259.44,4587.44,2175.32,1018.6,6870.79,14655.7,5020.76,1776.77,1051.28,3169.15,1497.4,1575.8,73211.24
1485,1537.27,2416.54,11776.04,12774.06,245.98,4340.89,2038.16,937.64,6525.77,13902.4,4779,1654.89,1011.52,2995.07,1413.34,1492.56,69841.13
1486,1446.95,2240.65,11571.85,12458.08,235.55,4153.16,1935.12,871.39,6254.09,13314.48,4591.6,1557.26,980.85,2854.69,1345.1,1425.5,67236.32
1487,1317.69,2017.76,11052.71,11823.12,219.34,3873.68,1797.55,782.13,5818.23,12391.75,4288.18,1421.08,923.35,2634.57,1238.63,1318.34,62918.11
1488,1085.38,1651.84,9420.13,10037.93,183.81,3252.83,1507.37,637.31,4869.35,10378.14,3600.16,1173.28,779.04,2190.83,1028.09,1097.85,52893.34
1489,1003.88,1497.14,9076.89,9600.48,172.76,3050.45,1399.47,580.96,4585.08,9759.27,3396.15,1083.53,742.03,2053.87,962.73,1031.45,49996.14
1490,969.78,1434.58,8865.98,9353.88,167.47,2952.64,1348.67,558.88,4449.77,9463.97,3296.27,1045.39,722.65,1992.16,933.7,1001.11,48556.9
1491,952.99,1417.34,8685.37,9176.17,164.6,2906.63,1332,549.99,4368.73,9298.41,3237.64,1028.79,708.43,1954.63,915.9,981.97,47679.59
1492,962.37,1465.13,8610.35,9157.23,165.95,2948.4,1369.98,559.67,4383.56,9358.42,3253.14,1044.83,705.69,1957.86,916.76,982.16,47841.5
1493,959.98,1500.09,8249.53,8854.45,163.43,2917.64,1375.04,566.47,4300.72,9204.99,3189.69,1046.31,683.75,1925.38,902.01,963.62,46803.1
1494,996.81,1659.53,7243.24,8030.42,159.27,2862.31,1395.65,618.76,4166.44,8956.71,3065.1,1090.04,631.91,1900.98,895.08,943.51,44615.76
1495,1094.43,1964.71,6668.91,7752.43,166.76,3048.46,1559.64,710.23,4300.95,9334.74,3153.44,1211.51,617.53,1983.54,936.14,975.44,45478.86
1496,1211.15,2380.37,6632.67,8142.79,185.48,3510.72,1907.04,807.29,4647.2,10277.67,3444.48,1380.67,637.37,2111.1,990.94,1029.65,49296.59
1497,1287.31,2606.66,7083.56,8802.41,201.05,3859.23,2133.99,859.43,4977.3,11092.31,3717.69,1487.6,678.44,2231.22,1042.83,1086.51,53147.54
1498,1335.73,2668.25,7757.11,9484.11,211.59,4047.93,2217.31,882.2,5254.7,11684.85,3930.26,1541.14,728.02,2346.34,1095.57,1145.54,56330.65
1499,1390.54,2763.77,8194.64,9971.03,220.99,4221.64,2304.78,915.52,5495.45,12209.19,4110.75,1602.84,764.99,2452.39,1144.97,1198.25,58961.74
1500,1377.89,2696.39,8037.04,9734.84,216.09,4096.88,2216.53,907.8,5408.13,11966.42,4027.02,1576.07,753.77,2433.27,1139.03,1189.53,57776.7
1501,1306.67,2475.92,7879.65,9367.6,204.14,3822.34,2026.2,853.23,5163.57,11346.77,3828.16,1478.29,730.84,2338.34,1097.1,1146.39,55065.21
1502,1236.81,2328.29,7677.18,9061.66,195.02,3648.08,1925.31,802.62,4937.61,10842.67,3665.35,1399.01,704.61,2229.22,1045.1,1094.34,52792.88
1503,1199.39,2330.97,7254.57,8707,190.31,3604.74,1940.76,784.32,4767.57,10541.21,3556.02,1372.16,671.33,2136.54,999.05,1046.15,51102.09
1504,1188.61,2355.47,6952.4,8460.83,187.98,3584.86,1954.11,783.46,4681.46,10391.25,3497.09,1367.44,650.97,2094.48,978.65,1023.3,50152.36
1505,1242.32,2468.23,6852.49,8440.75,192.04,3654.61,1998.01,827.74,4789.56,10623.23,3561.59,1423.83,656.26,2163.32,1013.6,1054.71,50962.29
1506,1303.02,2468.93,7093.26,8581.19,194.84,3623.13,1922.91,866.9,4953.69,10853.63,3637.35,1461.18,684.45,2286.32,1078.59,1117.16,52126.55
1507,1318.83,2333.54,7550.28,8808.01,193.84,3500.66,1771.83,865.16,5045.48,10889.57,3663.92,1442.96,716.41,2367.8,1123.16,1162.89,52754.34
1508,1311.55,2219.69,8339.13,9435.17,197.62,3528.69,1732.7,840.16,5191.3,11135.52,3775.25,1423.28,761.9,2423.49,1148.39,1196.63,54660.47
1509,1235.92,2042.87,8444.74,9401.72,190.68,3393.77,1642.2,778.08,5023.29,10753.13,3664.76,1338.7,752.64,2327.98,1101.11,1153.38,53244.97
1510,1178.43,1907.67,8602.5,9452.1,186.25,3308.99,1582.21,729.23,4915,10507.71,3598.47,1275.51,750.08,2260.13,1066.86,1123.19,52444.33
1511,1072.66,1714.03,8341.55,9078.68,174.34,3103.08,1475.43,652.41,4595.91,9829.73,3381.65,1163.96,712.68,2091.94,984.67,1042.41,49415.13
1512,917.16,1443.35,7558.95,8153.86,152.92,2723.84,1286.24,548.25,4030.27,8619.3,2977.81,996.77,634.41,1818.3,853.75,908.41,43623.59
1513,842.66,1297.37,7292.14,7793.96,143.15,2543.31,1187.48,495.67,3780.68,8073.13,2799.49,914.38,603.37,1696.81,795.61,849.86,41109.07
1514,811.22,1238.14,7110.49,7577,138.34,2453.85,1140.18,474.98,3658.66,7805.75,2709.46,878.98,586.24,1640.96,769.35,822.54,39816.14
1515,809.78,1239.85,7099.87,7571.34,138.3,2456.09,1143.68,474.19,3654.15,7800.55,2707.61,878.48,585.27,1637.41,767.45,820.66,39784.68
1516,824.11,1293.71,7079.67,7607.9,140.55,2513.47,1188.17,486.49,3693.71,7912.37,2741.45,899.73,586.73,1651.57,773.42,826.43,40219.48
1517,839.75,1351.03,6919.63,7508.24,141.36,2539.57,1217.02,502.83,3701.11,7948.09,2744.91,920.16,580.38,1659.15,777.43,828.25,40178.91
1518,908.95,1550.43,6276.25,7051.06,143.19,2586.93,1280.46,572.17,3729.51,8040.81,2741.15,997.92,556.7,1706.82,804.19,844.83,39791.37
1519,1031.99,1886.85,5986.3,7060.68,155.37,2853.39,1478.01,676.99,3991.35,8685.95,2924.09,1145.97,564.33,1845.82,871.64,905.44,42064.17
1520,1152.38,2307.06,5991.57,7492.9,174.77,3327.41,1830.3,775.97,4356.26,9667.85,3228.95,1319.04,587.38,1981.65,930.29,963.85,46087.63
1521,1217.83,2520.15,6322.65,8031.44,188.36,3642.04,2043.1,822.46,4632.57,10369.86,3462.24,1414.74,619.14,2077.9,971.05,1008.59,49344.12
1522,1251.52,2563.49,6832.23,8547.21,196.19,3784.19,2106.99,837.48,4836.25,10807.84,3620.12,1452.8,656.02,2160.35,1008.5,1051,51712.18
1523,1333.08,2692.12,7566.57,9334.55,210.51,4042.21,2229.67,884.92,5210.7,11612.28,3899.73,1542.56,716.02,2325.67,1085.63,1133.86,55820.08
1524,1346.85,2657.34,7702.77,9395.51,210.47,4000.69,2176.21,891.15,5255.36,11646.25,3913.97,1543.51,727.6,2365.14,1107.1,1154.94,56094.86
1525,1296,2462.18,7771.47,9257.09,202.27,3790.36,2012.72,847.35,5112.7,11240.18,3790.66,1467.12,722.21,2315.38,1086.32,1134.76,54508.77
1526,1243.25,2335.77,7757.86,9142.41,196.29,3669.87,1934.31,805.81,4971.99,10914.88,3691.05,1405.82,710.73,2244.19,1052.04,1102,53178.27
1527,1226.02,2363.45,7558.17,9013.38,195.28,3689.93,1976.26,798.22,4902.43,10824.03,3656.28,1400.12,694.78,2196.13,1026.89,1076.49,52597.86
1528,1229.12,2405.16,7409.74,8922.83,195.5,3713.72,2007.84,804.71,4885.59,10819.31,3648.78,1409.92,686.32,2184.79,1020.88,1069.25,52413.46
1529,1287.26,2523.32,7361.1,8954.41,200.39,3797.8,2057.71,851.29,5016.34,11098.72,3730.14,1471.02,695.59,2263.6,1060.51,1105.75,53474.95
1530,1359.04,2537.66,7727.97,9222.24,205.26,3801.72,1997.39,896.27,5236.72,11446.92,3847.65,1520.03,733.47,2411.47,1137.09,1180.87,55261.77
1531,1350.15,2371.51,7912.22,9172.95,199.73,3601.68,1813.85,881.38,5205.36,11224.67,3782.89,1475.87,744.22,2438.21,1156.06,1198.76,54529.51
1532,1296.18,2199.98,8182.01,9274.85,194.91,3482.47,1713.21,831.75,5117.76,10981.51,3721,1407.24,749.47,2390.3,1132.82,1179.85,53855.31
1533,1239.02,2046.12,8490.13,9446.52,191.35,3405.26,1646.87,779.48,5041.31,10791.1,3678.43,1341.99,755.95,2335.6,1104.65,1157.3,53451.08
1534,1179.25,1908.17,8620.48,9469.34,186.48,3312.97,1583.76,729.43,4921.11,10520.51,3603.24,1276.37,751.27,2262.52,1067.94,1124.46,52517.3
1535,1055.77,1692.77,8160.99,8895.36,171.3,3051,1453.57,643.34,4513.2,9656.27,3320.47,1146.22,698.53,2054.98,967.33,1023.65,48504.75
1536,1077.33,1641.42,9340.24,9956.18,182.42,3229.04,1497.3,632.85,4831.41,10298.62,3572.26,1164.88,772.65,2173.65,1020.03,1089.17,52479.45
1537,988.43,1477.62,8912.35,9433.38,169.98,3002.96,1379.52,572.65,4509.56,9601.06,3340.27,1067.33,729.13,2020.14,946.91,1014.31,49165.6
1538,952.23,1412.48,8677.6,9162.58,164.3,2898.37,1325.92,549.46,4363.62,9283.38,3232.54,1027,707.88,1953.72,915.68,981.57,47608.33
1539,946.25,1408.66,8616.43,9105.88,163.42,2886.32,1323.45,546.29,4336.36,9230.79,3213.83,1021.71,702.99,1940.09,909.06,974.59,47326.12
1540,964.32,1467.13,8637.95,9184.61,166.36,2955.48,1372.88,560.58,4394.75,9381.9,3261.56,1046.87,707.71,1962.55,918.93,984.61,47968.19
1541,1016.16,1569.18,8879.77,9491.52,173.82,3095.63,1449.36,596,4582.91,9796.41,3399.17,1105.25,732.56,2050.34,960.47,1027.21,49925.76
1542,1237.09,1956.26,9922.88,10740.85,203.58,3621.4,1712.7,745.52,5370.07,11479.6,3958.31,1342.29,839.76,2434.56,1144.71,1214.93,57924.51
1543,1458.05,2413.75,10722.36,11852.57,233.8,4196.84,2039.3,902.04,6121.79,13151.63,4504.76,1593.14,931.91,2790.85,1313.84,1386.07,65612.7
1544,1595.55,2855.17,10917.54,12477.04,256.35,4724.72,2414.11,1010.06,6572.11,14312.61,4873.01,1784.13,969.73,2964.6,1390.25,1463.78,70580.76
1545,1633.03,3033.7,10937.86,12701.09,264.8,4951.23,2590.09,1041.81,6708.77,14721.66,5002.62,1850.48,977.34,2998.86,1401.97,1476.98,72292.29
1546,1659.26,3067.78,11364.11,13132.67,271.24,5069.78,2644.13,1052.85,6874.96,15081.2,5132.74,1880.76,1007.78,3064.71,1431.69,1510.96,74246.62
1547,1692.91,3137.15,11567.4,13382.49,276.76,5176.99,2703.79,1074.99,7010.2,15384.43,5234.93,1920.22,1026.57,3123.91,1459.14,1539.84,75711.72
1548,1702.54,3097.15,11658.53,13397.85,275.97,5122.58,2644.93,1078.98,7034.48,15375.51,5233.95,1916.83,1034.62,3154.23,1476.33,1556.28,75760.76
1549,1676.69,2932.91,12004.34,13539.82,272.36,4990.9,2514.32,1048.44,7016.48,15230.93,5203.24,1866.66,1050.72,3159.86,1481.47,1564.27,75553.41
1550,1626.11,2809.22,12013.41,13448.17,266.77,4876.98,2438.67,1008.04,6886.26,14927.5,5111.38,1807.62,1041.01,3093.39,1449.39,1533.87,74337.79
1551,1594.63,2819.32,11655,13158.57,263.13,4852.1,2461.84,992.95,6745.47,14687.18,5023.72,1787,1012.74,3013.7,1409.45,1492.29,72969.09
1552,1562.25,2817.14,11113.2,12670.03,256.83,4764.22,2446.75,980.68,6551.48,14311.28,4884.77,1759.56,973.76,2923.77,1366.66,1445.08,70827.46
1553,1574.53,2878.46,10557.64,12188.44,253.3,4704.11,2436.35,1002.97,6453.62,14111.36,4796.58,1772.5,943.61,2901.04,1358.74,1429.96,69363.21
1554,1577.08,2806.88,10159.54,11681.75,245.47,4490.51,2285.07,1011.23,6328.85,13736.24,4658.15,1748.85,922.07,2895.61,1363.6,1427.16,67338.06
1555,1545.13,2612.16,10089.93,11375.41,235.71,4218.16,2071.3,984.16,6182.79,13273.64,4508.36,1680.59,913.06,2871.48,1358.72,1419.16,65339.76
1556,1449.53,2389.08,9896.4,11008.55,223.23,3967.58,1915.79,912.52,5886.85,12593.7,4291.91,1568.17,882.32,2731.18,1292.26,1353.26,62362.33
1557,1347.35,2179.65,9702.99,10672.91,211.37,3748.26,1790.08,836.47,5585.09,11930.92,4082.11,1455.71,849.9,2576.52,1217.31,1279.86,59466.5
1558,1262.73,2011.07,9555.89,10415.17,201.92,3577.44,1694.17,773.37,5340.35,11399.28,3914.51,1364.04,823.74,2448.27,1154.8,1218.95,57155.7
1559,1123.21,1775.88,8916.09,9658.84,183.76,3264.59,1542.74,678.84,4851.73,10365.81,3571.8,1217.04,757.03,2204.94,1037.49,1099.96,52249.75
1560,1144.65,1784.33,9638.21,10354.12,192.41,3423.2,1608.44,679.49,5075.66,10847.61,3753.77,1243.12,803.83,2284.79,1072.16,1142.74,55048.53
1561,1058.33,1653.75,9079.07,9746.01,179.99,3212.61,1513.89,624.84,4737.27,10138.51,3512.73,1153.24,752.89,2121.7,994.1,1061.82,51540.75
1562,1008.57,1545.6,8961.67,9550.3,173.67,3090.56,1441.52,588.15,4582.09,9790.01,3401.2,1096.53,735.85,2046.16,958.05,1026,49995.93
1563,1001.54,1529.79,8965.41,9542.1,172.99,3077.4,1433.13,582.5,4565.11,9751.91,3389.88,1088.69,734.59,2036.8,953.41,1021.69,49846.94
1564,1012.76,1549.75,9087.16,9674.36,175.3,3121.54,1455.68,588.64,4622.85,9879.47,3434.63,1101.98,744.02,2060.35,964.12,1033.54,50506.15
1565,1067.92,1637.16,9578.36,10202.05,184.94,3295.31,1538.5,620.89,4874.77,10421.06,3622.73,1162.68,784.31,2171.78,1016.12,1089.35,53267.93
1566,1269.32,1939.38,11302.42,12034.53,218.58,3886.4,1809.47,739.52,5770.53,12324.12,4282.43,1378.92,927.52,2577.68,1207,1292.73,62960.55
1567,1449.86,2343.68,11885.01,12918.06,243.86,4386.68,2108.19,869.75,6378.43,13706.71,4731.62,1590.48,998.36,2858.79,1339.37,1426.6,69235.45
1568,1610.09,2783.88,11779.23,13203.97,262.92,4804.06,2402.98,1000.6,6789.7,14715.09,5035.25,1788.48,1024.01,3055.6,1432.44,1514.54,73202.84
1569,1677.95,2987.3,11533.31,13150.33,269.48,4957.7,2524.93,1060.72,6919,15053.53,5127.21,1873.22,1023.02,3123.68,1465.3,1542.93,74289.61
1570,1720.6,3086.15,11669.43,13362.49,275.59,5080.67,2599.72,1091.61,7063.47,15385.62,5235.07,1924.04,1039.64,3189.39,1496.07,1574.12,75793.68
1571,1753.42,3150.34,11779.27,13513.08,279.8,5158.05,2642.04,1114.94,7171.44,15621.4,5311.76,1960.17,1052.82,3242.53,1521.57,1599.71,76872.34
1572,1749.77,3125.87,11592.7,13297.28,276.55,5079.52,2591.91,1115.54,7108.2,15456.42,5251.17,1948.78,1041.45,3229.5,1517.69,1592.94,75975.29
1573,1708.95,2984.44,11573.42,13134.84,269.81,4916.12,2471.63,1082.39,6980.5,15115.12,5144.33,1890.05,1032.62,3182.25,1497.31,1572.43,74556.21
1574,1639.55,2723.57,11859.94,13145.95,261.08,4685.31,2280.61,1018.71,6836.97,14687.91,5025.02,1790.46,1036.37,3124.74,1472.02,1550.78,73138.99
1575,1581.85,2516.4,12041.94,13113.66,253.62,4494.57,2127.51,967.25,6707.06,14317.64,4918.69,1709.21,1036.1,3071.77,1448.5,1529.77,71835.54
1576,1546.89,2430.98,11827.89,12831.26,247.24,4361.61,2047.19,943.99,6560.8,13974.98,4803.36,1664.7,1016.61,3012.73,1421.88,1501.26,70193.37
