hour,DE_BB,DE_BE,DE_BW,DE_BY,DE_HB,DE_HE,DE_HH,DE_MV,DE_NI,DE_NRW,DE_RP,DE_SH,DE_SL,DE_SN,DE_ST,DE_TH,DE_Total
1577,1609.9,2589.08,11427.39,12564.52,249.95,4413.87,2097.19,1002.57,6625.02,14125.76,4828.63,1732.65,1006.08,3071.57,1453.37,1525.39,70322.94
1578,1619.54,2664.29,10652.74,11890.03,244.56,4325.42,2082.13,1027.89,6471.98,13816.71,4696.83,1743.98,962.45,3028.36,1436.36,1498.78,68162.05
1579,1598.12,2638.59,10396.9,11632.67,240.45,4254.75,2052.68,1017.01,6360.66,13583.17,4613.71,1721.39,942.92,2979.7,1413.66,1473.94,66920.32
1580,1479.5,2423.84,10174.01,11286.84,228,4044.72,1945,929.49,6021.68,12869.64,4388.52,1598.1,905.01,2794.78,1322.58,1385.46,63797.17
1581,1364.79,2196.13,10069.01,11032.71,216.31,3837.79,1828.21,841.94,5714.36,12207.74,4184.12,1475.66,875.02,2626.4,1239.63,1305.99,61015.81
1582,1323.08,2097.02,10061.73,10946.59,211.66,3744.65,1767.76,809.03,5604.27,11954.09,4106.67,1427.42,866.09,2570.14,1212.45,1280.07,59982.72
1583,1226.66,1920.06,9636.69,10419.52,198.65,3510.13,1645.94,742.94,5265.42,11222.41,3864.76,1322.54,821.17,2405.83,1133.84,1200.13,56536.69
1584,973.56,1537.39,7678.76,8320.06,158.63,2814.52,1328.37,589.36,4191.94,8951.4,3083.03,1053.59,653.32,1908.64,898.53,951.94,45093.04
1585,903.44,1392.69,7613.65,8155.4,151.22,2679.1,1249.38,535.72,4001.73,8535.45,2954.32,977.27,635.01,1806.68,848.62,903.98,43343.66
1586,868.57,1308.7,7642.62,8116.75,147.68,2608.2,1201.87,507.45,3918.28,8342.52,2897.17,937.33,629.63,1761.93,826.76,883.66,42599.12
1587,865.06,1285,7772.63,8216.59,148.08,2608.63,1192.88,501.52,3936.6,8370.32,2911.74,931.6,636.66,1767.93,829.33,887.75,42862.32
1588,881.33,1299.65,8028.07,8465.53,151.67,2669.74,1216.43,508.42,4034.93,8575.2,2986.15,948.53,655.1,1809.52,848.55,909.28,43988.1
1589,944.13,1385.08,8690.87,9148.4,163.19,2871.23,1305.14,542.49,4342.81,9227.27,3215.75,1015.8,707.12,1945.19,911.87,978,47394.34
1590,1107.28,1610.46,10346.07,10860.9,192.49,3383.33,1531.44,632.67,5127.22,10887.22,3798.7,1190.38,838.39,2293.17,1074.58,1153.89,56028.19
1591,1245.44,1801.06,11603.69,12167.66,215.66,3781.2,1704.48,712.04,5754.43,12205.6,4258.26,1335.69,941.21,2579.27,1209.47,1297.92,62813.08
1592,1376.49,2012.34,12047.13,12707.02,230.46,4021.2,1813.67,803.89,6169.54,13062.59,4537.04,1468.62,994.87,2800.29,1317.89,1405.51,66768.55
1593,1498.52,2259.13,11941.81,12768.45,240.63,4195.07,1916.41,901.69,6442.67,13644.57,4706.25,1596.37,1014.11,2965.6,1401.08,1482.09,68974.45
1594,1601.53,2477.29,11940.86,12922.44,250.68,4378.8,2027.51,982.65,6699.51,14208.03,4876.1,1708.22,1035.33,3108.53,1471.66,1548.58,71237.72
1595,1685.51,2647.84,11983.38,13080.14,259.02,4527.86,2113.82,1047.55,6917.11,14679.23,5020.08,1798.31,1055.27,3228.99,1531.14,1605.13,73180.38
1596,1687.61,2674.21,11817.32,12950.81,258.34,4524.89,2124.31,1053.29,6888.28,14632.96,4998.32,1803.37,1045.79,3217.85,1526.04,1598.23,72801.62
1597,1624.59,2555.12,11993.37,13052.54,254.86,4478.18,2098.04,1000.44,6781.53,14422.1,4944.92,1741.56,1042.77,3138.1,1484.31,1561.83,72174.26
1598,1542.41,2378.97,12176.07,13107.49,248.83,4373.17,2029.81,932,6622.38,14078.38,4850.99,1654.9,1036.42,3035.3,1432,1515.2,71014.32
1599,1489.82,2255.11,12260.78,13094.04,244.09,4280.65,1967.05,888.54,6508,13817.32,4776.17,1596,1030.64,2969.7,1399.48,1485.63,70063.02
1600,1443.33,2169.34,12076.42,12859.72,238.03,4171.96,1910.35,856.19,6349.65,13476.08,4664.07,1545.63,1010.16,2891.79,1362.03,1447.82,68472.57
1601,1464.16,2283.09,11515.77,12437.16,236.86,4179.53,1954.71,886.26,6284.93,13386.35,4610.59,1576.58,981.03,2873.99,1354.87,1433.95,67459.83
1602,1496.94,2415.67,10831.26,11899.64,235.14,4167.68,1987.32,928.14,6215.93,13274.6,4543.52,1616.68,947.32,2866.68,1354.35,1424.4,66205.27
1603,1507,2464.89,10368.95,11496.51,232.12,4115.13,1976.57,946.53,6133.52,13104.62,4468.92,1626.92,922.2,2847.87,1347.87,1411.87,64971.49
1604,1429.56,2327.84,10028.1,11081.29,221.91,3934.84,1885.61,893.52,5863.41,12527.13,4277.95,1543.89,886.09,2714.9,1283.96,1347.07,62247.07
1605,1361.13,2167.47,10118.42,11045.08,215.55,3810.81,1802.51,837.46,5709.85,12177.03,4176.4,1467.15,877.38,2628.26,1241.14,1307.78,60943.42
1606,1266.8,1990.68,9771.22,10592.26,203.44,3592.59,1687.18,771.27,5394.53,11495.62,3953.52,1364.71,837.47,2472.24,1166.16,1232.33,57792.02
1607,1132.67,1750,9240.42,9927.27,186.28,3289.8,1532.78,678.2,4940.68,10524.69,3634.64,1221.11,778.39,2246.16,1057.18,1122.54,53262.81
1608,1064.81,1625.14,9215.7,9828.74,180.24,3191.93,1481.62,625.89,4772.2,10174.73,3528.77,1151.8,762.68,2146.93,1007.44,1075.63,51834.25
1609,1001.42,1493.14,9066.73,9588.56,172.46,3045.54,1397.17,579.28,4576.78,9741.98,3390.43,1080.97,740.93,2049.61,960.64,1029.35,49914.99
1610,974.9,1440.05,8938.5,9425.7,168.55,2971.31,1356.27,561.23,4478.99,9525.42,3318.41,1050.8,727.97,2004.58,939.45,1007.51,48889.64
1611,978.43,1447.97,8983,9475.88,169.42,2989.27,1366.34,563.08,4499.44,9572.6,3335.03,1055.5,731.28,2012.1,942.72,1011.26,49133.32
1612,1010.3,1523.57,9157.39,9709.37,174.9,3101.82,1433.9,584.67,4626.59,9867.8,3433.83,1095.16,747.88,2065.13,966.9,1036.81,50536.02
1613,1102.13,1675.05,9844.87,10467.08,189.73,3368.25,1563.15,641.19,5014.99,10702.51,3720.04,1195.55,807.29,2241.72,1049.97,1124.59,54708.11
1614,1341.85,2084.77,11106.96,11936.99,223.05,3954.93,1851.8,800.41,5898.55,12587.33,4350.97,1452.29,931.3,2668.33,1254.01,1333.91,63777.45
1615,1523.23,2492.75,11476.81,12613.02,246.07,4407.22,2126.82,935.79,6454.75,13849.64,4752.56,1661.64,989.92,2937.57,1382.32,1460.82,69310.93
1616,1626.17,2891.35,11289.81,12850.64,262.27,4826.48,2456.24,1025.53,6732.83,14649.73,4993.1,1816.35,998.01,3034.76,1422.92,1499.62,72375.81
1617,1643.74,3045.31,11086.41,12848.55,267.03,4989.78,2605.81,1046.77,6769.2,14848.67,5048.25,1861.82,988.32,3024.66,1413.89,1490.25,72978.46
1618,1660.64,3067.94,11407.55,13173.83,271.75,5078.67,2647.49,1052.96,6888.46,15109.73,5143.47,1882.28,1010.64,3069.74,1433.89,1513.64,74412.68
1619,1705.95,3151.71,11740.52,13554.9,279.41,5222.63,2722.5,1081.23,7081.96,15535.05,5288.94,1933.98,1039.47,3154.78,1473.44,1555.67,76522.14
1620,1705.73,3099.44,11725.72,13462.72,276.84,5137.77,2650.88,1079.94,7057.85,15424.82,5252.21,1920.28,1039.24,3163.49,1480.53,1561.16,76038.62
1621,1667.98,2920.42,11939.16,13470.83,271.04,4968.57,2504.59,1043.1,6980.35,15155.45,5177.3,1857.57,1045.06,3142.75,1473.3,1555.72,75173.19
1622,1594.75,2768.9,11693.73,13121.86,261.25,4782.82,2398.95,990.82,6736.26,14613.28,5000.85,1774.82,1015.64,3025.82,1417.64,1499.66,72697.05
1623,1566.11,2782.62,11363.85,12861.45,258.11,4766.35,2425.68,977.26,6608.85,14401.2,4923.1,1757.09,989.64,2952.2,1380.55,1461.15,71475.21
1624,1542.02,2790.75,10914.55,12466.45,253.34,4704.69,2421.56,969.42,6456.51,14112.37,4815.04,1738.43,957.85,2880.73,1346.4,1423.33,69793.44
1625,1566.56,2866.89,10500.66,12127.64,252.12,4684.14,2427.6,998.05,6421.21,14043.61,4773.39,1764.25,938.62,2885.62,1351.37,1422.25,69023.98
1626,1597.16,2829.54,10422.8,11944.24,249.52,4560.33,2313.75,1020.94,6438.62,13966.67,4740.74,1770.08,941.73,2942.99,1385.56,1451.42,68576.09
1627,1603.42,2681.84,10781.81,12071.08,246.83,4409.03,2150.5,1013.94,6484.48,13906.37,4733.44,1741.86,965.9,3003.76,1420.43,1486.67,68701.36
1628,1557.08,2520.05,11130.2,12253.14,243.37,4312.94,2059.58,968.48,6433.68,13739.92,4698.64,1681.17,977.37,2972.36,1404.95,1476.12,68429.05
1629,1444.15,2297.62,10810.9,11790.63,229.47,4058.66,1919.35,886.89,6076.6,12961.34,4447.58,1557.4,935.28,2793.39,1318.66,1390.34,64918.26
1630,1306.53,2063.76,10070.04,10932.68,210.22,3719.95,1753.37,795.88,5565.76,11871.93,4082.45,1410.08,863.13,2547.3,1201.01,1269.46,59663.55
1631,1180.18,1845.27,9568.96,10317.51,194.43,3447.36,1618.86,708.47,5141.15,10972.81,3787.07,1276.92,807.35,2332.7,1097.16,1165.01,55461.21
1632,1003.19,1548.61,8537.11,9141.5,168.96,2998.71,1400.81,593.22,4465.63,9531.96,3301.45,1087.18,709.91,2010.68,943.67,1006.39,48448.98
1633,928.8,1403.05,8264.75,8776.54,159.14,2817.35,1301.78,540.78,4214.9,8983.43,3122.07,1004.81,678.56,1888.87,885.42,947.63,45917.88
1634,894.8,1340.7,8053.12,8529.34,153.85,2719.51,1251.01,518.78,4079.69,8688.23,3022.23,966.76,659.15,1827.24,856.43,917.33,44478.17
1635,885.35,1332.56,7953.52,8433.79,152.33,2696.57,1243.98,513.77,4035.17,8599.39,2990.69,957.84,651.28,1805.98,846.25,906.45,44004.92
1636,893.39,1378.68,7864.04,8400.04,153.43,2734.19,1280.23,522.79,4043.49,8645.58,3001.34,972.47,647.38,1806.24,845.73,905.17,44094.19
1637,901.66,1426.63,7625.55,8220.74,152.91,2737.69,1299.57,535.13,4014.84,8605.99,2978.2,985.21,634.87,1797.75,842.18,898.82,43657.74
1638,985.03,1642.64,7156.47,7938.31,157.5,2832.37,1382.59,611.55,4118.03,8855.33,3030.31,1077.87,624.37,1877.97,884.1,932.02,44106.46
1639,1103.32,1972.27,6829.83,7909.16,168.95,3086.5,1574.75,713.53,4359.85,9458.81,3198.86,1220.97,628.83,2007.55,947.08,987.95,46168.21
1640,1216.97,2384.14,6762.05,8267.36,187.13,3539.59,1918.29,808.9,4691.58,10370.96,3479.12,1386.99,646.18,2128.55,998.81,1038.83,49825.45
1641,1282.89,2597.97,7094.35,8807.51,200.77,3855.06,2131.48,855.75,4969.38,11076.02,3713.38,1483.13,678.15,2225.6,1039.93,1083.94,53095.31
1642,1323.74,2650.38,7680.41,9401.01,209.89,4019.29,2204.64,874.59,5208.04,11587.53,3897.16,1528.74,721.01,2323.68,1084.73,1134.31,55849.15
1643,1374.21,2740.44,8070.71,9840.05,218.5,4179.47,2286.45,905.58,5427.34,12066.88,4061.77,1585.86,754.3,2420.19,1129.65,1182.14,58243.54
1644,1376.13,2690.76,8080.69,9772.77,216.33,4101.52,2217.69,905.43,5414.2,11979.44,4033.17,1574.43,755.98,2433.75,1138.95,1190.08,57881.32
1645,1312.72,2480.05,8009.5,9492.92,205.82,3851.56,2037.64,855.03,5208.5,11441.54,3863.2,1484.85,739.71,2356.12,1105.15,1155.75,55600.06
1646,1245.26,2335.73,7826.92,9207.69,197.08,3683.79,1939.54,805.82,4992.95,10959.27,3707.94,1408.12,715.19,2251.94,1055.44,1106.16,53438.84
1647,1216.84,2349.75,7498.66,8949.02,193.97,3667.91,1966.5,792.41,4866.55,10749.03,3630.83,1390.62,689.34,2178.71,1018.55,1067.86,52226.55
1648,1206.36,2374.7,7200.07,8706.52,191.7,3649.02,1980.27,791.71,4782.05,10602.44,3573.08,1386.18,669.26,2137.38,998.49,1045.34,51294.57
1649,1261.65,2488.82,7129.07,8714.52,196.15,3725.57,2026.88,836.55,4900.71,10856.47,3645.73,1444.27,676.59,2210.49,1035.38,1079,52227.85
1650,1327.88,2495.37,7449.52,8933.93,200.13,3714.47,1960.08,878.27,5096.83,11154.19,3745.7,1487.54,710.57,2347.06,1106.63,1148.45,53756.62
1651,1383.02,2408.09,8352.58,9611.17,206.45,3717.43,1861.28,897.04,5387.34,11606.6,3919.9,1510.62,776.99,2516.37,1192.26,1238.86,56586
1652,1309.03,2212.19,8392.84,9481.6,197.88,3534.05,1733.9,837.04,5198,11149.99,3782.38,1420.91,764.56,2423.6,1148.08,1197.1,54783.15
1653,1208.75,2005.58,8211.78,9159.2,186.29,3319.28,1610.21,762.17,4903.68,10502.88,3577.86,1310.45,733.22,2272.53,1074.86,1125.51,51964.25
1654,1130.96,1845.84,8132.41,8970.82,178.03,3168.64,1522.84,702.85,4691.22,10038.77,3433.93,1225.84,712.5,2158.83,1019.19,1071.97,50004.64
1655,1017.43,1643.4,7771.02,8497.2,164.57,2936.01,1405.07,622.27,4330.02,9272.56,3185.51,1106.13,667.56,1972.52,928.58,981.87,46501.72
1656,1098.03,1665.74,9593.95,10210.51,186.44,3298.16,1525.89,643.25,4940.55,10527.49,3653.82,1186.7,791.89,2221.23,1042.17,1113.47,53699.29
1657,1029.42,1527.44,9384.63,9909.59,177.67,3134.89,1434.43,593.9,4718.36,10038.91,3495.66,1110.41,765.48,2112.22,989.92,1061.21,51484.14
1658,1006.46,1478.74,9295.14,9786.01,174.41,3071.76,1398.17,577.76,4638.21,9859.09,3436.69,1083.95,755.52,2075.01,972.37,1043.34,50652.63
1659,1018.61,1497.35,9434.68,9932.44,176.86,3116.73,1419.53,584.16,4701.46,9996,3485.05,1097.66,766.25,2101.52,984.54,1056.78,51369.62
1660,1061.02,1585.99,9726.54,10284.68,184.28,3262.62,1501.02,611.37,4881.47,10402.21,3623.09,1148.39,791.93,2178.01,1019.68,1094.24,53356.54
1661,1150.3,1734.21,10386.96,11014.95,198.66,3521.24,1626.97,666.48,5257.48,11210.67,3900.1,1246.13,849.21,2349.04,1100.14,1179.19,57391.73
1662,1402.73,2159.36,11797.18,12634.06,234.37,4149.08,1932.75,832.26,6206.11,13232.21,4579.53,1516.26,984.59,2804.35,1317.56,1403.15,67185.55
1663,1605.44,2593.37,12410.09,13555.43,261.37,4669.54,2236.2,978.77,6870.36,14721.08,5061.47,1747.96,1061.97,3121.23,1468.18,1554.33,73916.79
1664,1689.62,2968.64,12015.52,13582.9,274.13,5029.83,2540.93,1058.56,7054.78,15324.66,5232.53,1883,1053.95,3176.91,1489.32,1572.01,75947.29
1665,1693.19,3105.45,11655.68,13422.69,276.31,5148.91,2672.06,1072.46,7021.12,15376.93,5235.7,1913.8,1032.17,3135.73,1465.8,1546.84,75774.84
1666,1712.99,3131.72,12007.62,13779.19,281.55,5246.71,2717.46,1080.19,7154.5,15667.54,5341.37,1937.26,1056.88,3187.16,1488.74,1573.43,77364.31
1667,1735.83,3187.67,12091.85,13908.53,285.08,5319.98,2762.94,1096.57,7235.9,15857.96,5403.71,1965.42,1066.38,3222.42,1504.99,1590.17,78235.4
1668,1719.08,3114.8,11895.61,13632.52,279.49,5183.38,2669.66,1086.53,7129.7,15575.49,5306.09,1934.36,1051.99,3194.69,1494.99,1577.1,76845.48
1669,1676.84,2930.25,12059.06,13590.05,272.86,5000.01,2517.45,1047.32,7029.67,15259.08,5214.49,1866.97,1054,3163.93,1483.1,1566.6,75731.68
1670,1618.49,2797.28,11976.21,13405.94,265.79,4860.72,2431.26,1002.97,6859.39,14871.5,5092.7,1799.81,1037.24,3079.82,1442.81,1527.21,74069.14
1671,1603.54,2828.04,11796.38,13297.57,265.15,4887.04,2475.9,996.67,6799.92,14801.71,5065.32,1796.41,1022.9,3036.37,1419.87,1504.03,73596.82
1672,1614.16,2879.07,11732.25,13292.23,266.76,4934.73,2517.46,1007.15,6820.96,14876.43,5085.83,1814.19,1021.04,3041.85,1421.71,1505.37,73831.19
1673,1739.54,3079.83,12440.38,14088.65,284.11,5232.29,2656.4,1089.04,7290.09,15865.02,5418.52,1945.82,1088.83,3270.41,1531.36,1618.08,78638.37
1674,1781.64,3056.39,12496.25,14039.97,283.68,5145.69,2558.02,1117.87,7366.41,15911.55,5429.66,1963.74,1102.24,3353.74,1577.66,1660.43,78844.94
1675,1749.01,2860.36,12427.7,13733.71,273.88,4872.58,2343.82,1090.2,7219.02,15446.15,5279.15,1894.7,1093.13,3328.65,1572.32,1652.03,76836.41
1676,1619.63,2595.93,11851.95,12980.9,255.12,4514.49,2143.45,1000.91,6752.6,14408.86,4935.98,1746.95,1032.86,3112.99,1470.62,1547.76,71971
1677,1486.91,2349.29,11308.73,12292.27,237.54,4197.18,1976.94,908.98,6295.71,13420.86,4610.81,1602.34,973.53,2889.86,1363.68,1439.5,67354.13
1678,1372.43,2144.28,10820.68,11690.48,222.52,3930.72,1841.2,830.34,5899.64,12571.97,4330.62,1479.33,921.07,2694.79,1269.94,1344.54,63364.55
1679,1224.72,1899.69,10077.45,10830.67,202.75,3590.01,1678.29,731.71,5367.01,11446.31,3955.02,1323.7,846.55,2432.45,1143.77,1215.81,57965.91
1680,1150.49,1730.42,10180.57,10803.76,196.13,3464.13,1595.19,670.88,5203.6,11078.89,3849.14,1241.76,837.33,2337.84,1096.72,1172.8,56609.65
1681,1076.67,1585.75,9912.37,10443.26,186.39,3284.26,1496.83,618.82,4955.23,10535.36,3671.46,1160.03,806.37,2217.18,1039.01,1114.61,54103.6
1682,1050.6,1533.25,9788.11,10284.52,182.56,3211.31,1456.45,601.03,4859.48,10322.88,3600.88,1130.26,793.76,2173.08,1018.25,1093.23,53099.65
1683,1063.75,1553,9938.51,10441.96,185.19,3259.35,1479.1,607.96,4927.63,10470.21,3652.91,1145.06,805.27,2201.79,1031.43,1107.78,53870.9
1684,1102.49,1637.17,10189.73,10753.16,191.93,3393.74,1555.77,633.2,5089.34,10837.92,3777.38,1191.91,827.85,2270.16,1062.79,1141.11,55655.65
1685,1188.09,1780.77,10809.94,11442.66,205.64,3640.86,1676.92,686.39,5447.06,11608.19,4040.9,1285.79,882.01,2433.06,1139.45,1221.93,59489.66
1686,1447.45,2214.28,12300.57,13142.8,242.66,4291.11,1992.01,855.72,6431.18,13704.1,4746.68,1563.16,1023.58,2903.93,1364.16,1453.85,69677.24
1687,1666.82,2668.76,13101.64,14254.26,272.75,4864.64,2317.58,1011.01,7179.4,15369.03,5291.03,1812.42,1115.49,3257.99,1532.15,1623.96,77338.93
1688,1746.1,3037.97,12653.23,14227.14,284.62,5209.51,2615.89,1088.21,7339.53,15921.65,5444.07,1942.3,1103.27,3302.86,1548.23,1636.14,79100.72
1689,1745.91,3170.09,12250.36,14023.46,286.09,5316.49,2741.96,1100.09,7286.69,15933.67,5432.96,1969.1,1078.13,3253.25,1520.73,1606.65,78715.63
1690,1759.46,3188.76,12532.82,14309.74,290.18,5394.64,2779.16,1104.56,7388.9,16158.81,5515.52,1986.06,1097.44,3290.8,1537.21,1626.2,79960.26
1691,1779.52,3241.16,12586.1,14407.78,293.2,5459.12,2820.97,1119.45,7456.35,16320.05,5567.47,2011.26,1104.59,3319.91,1550.58,1639.79,80677.3
1692,1762.42,3167.84,12387.23,14128.94,287.55,5321.59,2727.29,1109.2,7348.68,16034.6,5468.82,1979.84,1089.96,3291.48,1540.25,1626.38,79272.07
1693,1727.34,2992.15,12630,14166.83,282.24,5160.81,2584.51,1073.79,7284.5,15793.13,5403.76,1919.98,1098.11,3276.6,1535.79,1623.95,78553.49
1694,1679.81,2872.67,12666.29,14103.4,277.16,5055.49,2512.53,1035.16,7168.09,15518.55,5321.96,1864.17,1090.64,3216.45,1506.7,1596.73,77485.8
1695,1667.38,2906.61,12513.58,14022.5,276.97,5089.62,2560.44,1030.25,7120.97,15474.74,5303.66,1863.48,1078.45,3178.56,1486.35,1576.37,77149.93
1696,1706.19,2992.51,12761.56,14333.09,283.76,5225.87,2639.04,1055.61,7282.52,15844.04,5428.53,1910.77,1100.8,3246.39,1517.39,1609.42,78937.49
1697,1798.23,3151.97,13102.3,14757.4,295,5418.89,2734.26,1119.83,7585.82,16484.94,5638.19,2007.47,1140.03,3401.27,1592.54,1684.68,81912.82
1698,1810.44,3091.33,12829.57,14375.86,289.1,5238.63,2596.68,1132.78,7513.51,16219.92,5539.19,1994.01,1127.86,3418.5,1607.9,1693.45,80478.73
1699,1783.78,2902.58,12829.23,14138.45,280.42,4984.66,2390.46,1108.27,7396.38,15818.03,5411.12,1931.26,1124.03,3406.82,1608.84,1691.86,78806.19
1700,1662.4,2648.15,12340.6,13473.96,263.11,4651.48,2200.54,1023.21,6969.64,14863.76,5097.34,1791.86,1070.55,3208.8,1515.39,1596.56,74377.35
1701,1537.16,2410.83,11877.72,12866.92,246.89,4357.28,2043.71,935.27,6549.45,13952.64,4799.34,1655.1,1017.49,3002.05,1416.11,1496.61,70164.57
1702,1426.51,2210.66,11430.05,12306.13,232.54,4102.56,1912.88,858.69,6171.9,13142.64,4532.87,1536.09,968.19,2815.25,1326.25,1405.86,66379.07
1703,1280.75,1968.62,10706.05,11466.14,213.11,3767.6,1752.41,761.17,5648.57,12036.46,4164.03,1382.52,895.22,2557.11,1202.09,1279.23,61081.08
1704,1123.62,1696.87,9887.29,10506.43,191.23,3380.29,1560.08,656.54,5070.48,10799.91,3750.5,1213.54,814.48,2278.61,1068.97,1142.7,55141.54
1705,1051.48,1554.32,9636.6,10163.82,181.8,3205.54,1463.88,605.43,4830.31,10273.56,3578.88,1133.58,784.9,2161.59,1012.98,1086.37,52725.04
1706,1029.15,1506.52,9553.73,10046.99,178.64,3144.36,1428.43,589.61,4753.24,10100.06,3522.14,1107.81,775.47,2125.81,996.11,1069.2,51927.27
1707,1041.01,1524.75,9689.76,10189.94,181.04,3188.35,1449.38,595.88,4814.99,10233.97,3569.41,1121.24,785.9,2151.65,1007.98,1082.31,52627.56
1708,1074.11,1601.87,9878.48,10437.83,186.75,3304.95,1518.63,618.14,4948.44,10542.66,3672.96,1162.15,803.6,2207.5,1033.48,1109.28,54100.83
1709,1142.26,1723.87,10305.65,10931.91,197.25,3497.21,1616.83,662.07,5219.19,11130.39,3871.92,1237.68,842.76,2331.79,1092.03,1170.45,56973.26
1710,1368.47,2116.09,11431.92,12262.91,228.2,4043.5,1888.45,813.78,6038.34,12880.68,4455.49,1480.27,955.95,2729.34,1282.42,1365.1,65340.91
1711,1549.68,2523.15,11813.29,12949.34,251.31,4497.46,2164.01,948.79,6596.9,14148.08,4859.23,1689.51,1015.2,2999.14,1410.96,1492.36,70908.41
1712,1650.97,2919.57,11609.46,13169.72,267.23,4911.78,2491.32,1037.61,6867.13,14931.35,5093.92,1842.51,1022.01,3092.79,1449.9,1529.35,73886.62
1713,1681.24,3089.5,11543.66,13307.32,274.3,5114.56,2657.45,1065.67,6966.24,15261.86,5195.52,1901.3,1023.08,3110.68,1453.98,1534.2,75180.56
1714,1691.77,3104.39,11791.78,13558.87,277.82,5183.07,2690.61,1068.54,7053.1,15455.08,5266.68,1915.03,1039.73,3141.44,1467.27,1550.3,76255.48
1715,1729.15,3178.31,12037.71,13851.69,284.03,5302.17,2755.25,1092.58,7207.22,15797.93,5382.94,1958.44,1061.8,3209,1498.64,1583.44,77930.3
1716,1708.31,3100.22,11798.1,13531.68,277.7,5153.02,2656.69,1080.34,7080.97,15473.75,5270.56,1923.11,1044.02,3172.32,1484.43,1565.84,76321.06
1717,1631.73,2873.22,11580.72,13103.77,264.77,4861.54,2459.3,1022.95,6809.62,14797.83,5051.79,1819.73,1016.4,3065.47,1436.95,1516.63,73312.42
1718,1571.54,2738.05,11474.89,12896.63,257.33,4715.98,2370.53,977.68,6629.42,14389.41,4922.63,1750.6,997.95,2977.09,1394.65,1475.06,71539.44
1719,1551.76,2762.96,11240.01,12732.7,255.79,4726.93,2408.76,968.91,6545.55,14268.76,4877.07,1742.2,979.38,2922.88,1366.69,1446.41,70796.76
1720,1537.45,2783.14,10899.11,12447.33,252.82,4696.03,2417.48,966.19,6441.93,14082.18,4805.18,1733.75,955.98,2873.05,1342.64,1419.61,69653.87
1721,1593.69,2898.13,10844.6,12471.52,257.49,4776.55,2465.68,1011.44,6566.88,14349.21,4882.59,1792.86,964.52,2948.72,1380.7,1454.58,70659.16
1722,1668.63,2914.97,11270.99,12797.18,263.16,4794.35,2410.85,1057.48,6808.64,14742.49,5016.67,1845.25,1006.54,3105.23,1461.24,1534.21,72697.88
1723,1683.86,2777.99,11736.62,13031.2,262.18,4672.47,2259.81,1055.06,6900.91,14779.85,5044.08,1826.44,1038.86,3186.47,1505.63,1579.88,73341.31
1724,1562.4,2523.55,11245.33,12364.21,244.85,4338.8,2069.68,970,6473.37,13823.7,4729.6,1686.94,985.25,2988.08,1412.04,1484.38,68902.18
1725,1433.28,2281.59,10737.63,11711.98,227.89,4032.11,1907.67,880.1,6033.41,12871.26,4416.91,1546.14,928.73,2772.65,1308.72,1380.01,64470.08
1726,1340.11,2103.16,10481.66,11345.41,216.75,3832.1,1799.72,812.75,5742.74,12243.03,4214.76,1445.44,894.39,2624.46,1236.95,1308.89,61642.32
1727,1210.02,1880.67,9928.95,10678.96,200.17,3546.05,1659.74,723.6,5297.04,11299.72,3903.46,1308.32,834.75,2400.86,1128.94,1199.83,57201.08
1728,1114.12,1744.38,9338.81,10047.26,187.14,3333.43,1570.44,662.49,4932.44,10547.65,3648.53,1211.26,779.81,2219.88,1041.59,1109.93,53489.16
1729,1041.93,1631.72,8927.82,9590.01,177.25,3165.93,1494,615.47,4662.61,9982.23,3458.14,1136.11,740.57,2087.51,977.96,1044.57,50733.83
1730,997.11,1530.12,8858.97,9444.03,171.78,3058.42,1427.79,581.52,4530.6,9682.09,3363.67,1084.56,727.41,2022.48,946.82,1014.06,49441.43
1731,989.29,1513.32,8852.75,9425.81,170.94,3042.62,1418.28,575.5,4509.38,9635.21,3349.15,1075.92,725.44,2011.29,941.36,1008.84,49245.1
1732,996,1527.75,8923.56,9506.6,172.41,3072.36,1434.85,579.28,4544.27,9715.15,3377.03,1084.43,730.92,2024.75,947.39,1015.54,49652.29
1733,1008.81,1562.71,8946.28,9560.13,174.28,3113.02,1462.03,589.1,4585.1,9814.11,3408.51,1100.76,734.79,2042.43,955.5,1023.69,50081.25
1734,1043.06,1657.6,8823.78,9523.1,177.25,3178.91,1513.42,619.18,4647.71,9970.95,3450.41,1141.54,734.46,2078.32,973.22,1038.96,50571.87
